"","psraid","age","race","sex","inc","cable1","q5f","q5d","date2a","game1","game3a","job5d","snsjob2a","ideo"
"1",100006,47,1,2,99,1,NA,NA,2,2,2,NA,2,1
"2",100009,63,2,2,6,1,1,2,2,1,1,NA,NA,3
"3",100011,86,1,2,3,1,2,2,NA,9,2,NA,NA,1
"4",100039,40,1,2,6,1,1,2,2,2,1,1,2,2
"5",100040,65,1,2,3,1,NA,NA,NA,1,2,NA,2,1
"6",100043,69,1,2,8,1,NA,NA,2,2,2,1,2,3
"7",100049,72,1,1,99,1,NA,NA,NA,2,1,NA,NA,1
"8",100051,70,1,1,7,1,NA,NA,NA,2,1,NA,NA,2
"9",100058,77,1,1,6,1,1,1,2,2,2,NA,2,5
"10",100059,73,1,1,3,1,NA,NA,NA,2,2,NA,NA,4
"11",100060,81,1,2,99,1,NA,NA,2,2,2,NA,NA,3
"12",100065,77,1,2,99,1,NA,NA,NA,1,2,NA,2,3
"13",100067,52,1,1,8,1,NA,NA,2,1,2,2,2,2
"14",100079,74,1,2,6,1,NA,NA,2,1,2,NA,2,2
"15",100080,43,1,2,98,1,1,1,2,1,1,1,1,3
"16",100084,44,1,2,7,1,1,1,2,2,1,1,2,2
"17",100091,68,1,1,4,1,1,1,2,2,8,NA,NA,2
"18",100096,87,2,1,4,1,2,2,NA,2,1,NA,NA,4
"19",100102,68,1,2,99,1,2,2,NA,2,1,NA,2,4
"20",100118,58,1,1,7,1,2,1,2,2,1,1,2,3
"21",100129,31,5,2,2,2,NA,NA,NA,1,1,1,1,3
"22",100134,85,1,1,6,1,NA,NA,NA,2,2,NA,NA,3
"23",100141,93,1,2,1,1,NA,NA,NA,2,1,NA,NA,4
"24",100142,57,1,1,6,1,1,2,NA,2,2,1,NA,1
"25",100143,70,1,1,9,1,2,2,NA,2,8,NA,NA,4
"26",100151,36,2,2,7,2,NA,NA,2,2,1,NA,NA,8
"27",100152,39,1,2,6,2,NA,NA,NA,1,1,NA,2,2
"28",100156,85,1,2,1,1,2,2,NA,2,1,NA,NA,3
"29",100161,76,1,2,6,1,1,1,2,2,1,NA,2,5
"30",100163,63,1,2,6,2,2,2,NA,2,2,2,NA,3
"31",100176,66,2,2,5,1,NA,NA,NA,1,8,NA,NA,2
"32",100177,57,1,2,7,1,NA,NA,2,2,1,NA,2,9
"33",100178,19,1,1,2,1,1,2,2,1,1,2,2,3
"34",100180,28,1,1,3,1,NA,NA,NA,1,2,1,NA,2
"35",100194,49,1,2,8,1,2,2,NA,2,1,NA,NA,3
"36",100205,45,1,2,4,1,2,2,2,1,2,1,2,8
"37",100206,75,1,2,1,2,NA,NA,NA,2,8,NA,NA,3
"38",100207,60,1,1,2,1,NA,NA,2,2,8,NA,NA,4
"39",100208,52,2,2,4,1,NA,NA,NA,1,1,NA,2,4
"40",100209,58,1,1,3,1,NA,NA,NA,1,2,NA,NA,1
"41",100223,67,1,2,4,1,NA,NA,2,2,2,NA,NA,2
"42",100229,80,1,2,3,1,NA,NA,NA,1,1,NA,2,2
"43",100235,73,1,2,5,1,2,2,NA,2,2,1,2,2
"44",100239,19,1,2,4,2,1,1,1,1,1,1,1,4
"45",100252,70,1,1,5,1,2,2,NA,2,1,1,NA,1
"46",100254,25,1,1,99,1,NA,NA,2,1,1,2,2,2
"47",100256,81,1,1,9,1,2,2,2,2,8,NA,NA,3
"48",100259,75,1,2,98,1,NA,NA,2,1,8,NA,NA,4
"49",100262,51,1,1,7,1,2,2,NA,2,2,2,NA,2
"50",100266,73,1,2,8,1,2,2,2,1,1,2,NA,4
"51",100272,40,1,2,8,1,NA,NA,2,2,1,2,2,3
"52",100285,78,1,1,6,2,NA,NA,NA,1,2,NA,2,4
"53",100287,61,1,2,4,1,2,2,NA,2,2,NA,2,2
"54",100289,75,1,2,98,1,2,2,NA,2,1,NA,NA,2
"55",100298,37,1,2,7,1,1,1,2,2,1,1,2,3
"56",100300,56,1,2,1,2,NA,NA,NA,2,1,NA,NA,3
"57",100301,61,1,1,9,1,NA,NA,2,2,1,1,2,1
"58",100307,60,1,2,3,1,NA,NA,NA,2,1,1,NA,2
"59",100308,27,1,2,5,2,NA,NA,NA,2,1,NA,NA,8
"60",100310,43,3,2,9,1,1,2,2,1,8,2,1,4
"61",100316,72,1,2,5,1,NA,NA,2,2,1,NA,NA,1
"62",100320,99,9,2,99,1,NA,NA,NA,2,1,NA,NA,4
"63",100324,69,1,1,4,2,2,2,NA,2,1,NA,NA,1
"64",100333,70,1,1,5,1,2,2,NA,2,2,NA,NA,1
"65",100335,45,9,1,9,1,NA,NA,2,2,1,1,1,5
"66",100346,73,1,2,4,1,NA,NA,NA,2,1,NA,NA,3
"67",100349,82,2,2,3,1,NA,NA,NA,2,1,NA,NA,2
"68",100352,72,1,1,6,1,NA,NA,NA,2,1,NA,NA,2
"69",100356,66,1,2,5,1,1,2,2,1,2,NA,2,2
"70",100360,67,1,2,6,2,1,1,2,1,2,NA,2,2
"71",100363,70,2,2,7,1,NA,NA,NA,2,8,NA,2,3
"72",100364,53,1,2,4,1,NA,NA,NA,2,1,1,NA,4
"73",100371,59,2,1,8,1,NA,NA,2,2,1,1,NA,3
"74",100372,83,1,1,98,1,NA,NA,NA,2,2,NA,NA,3
"75",100375,75,1,1,99,1,NA,NA,NA,2,8,NA,NA,2
"76",100378,56,1,2,2,1,2,2,NA,2,2,NA,NA,2
"77",100380,56,1,1,8,1,NA,NA,2,2,2,2,1,3
"78",100388,99,8,2,98,1,NA,NA,NA,2,1,NA,NA,4
"79",100390,19,1,2,9,1,NA,NA,2,2,1,NA,2,3
"80",100396,61,1,2,7,1,2,2,2,2,1,NA,2,4
"81",100399,87,1,2,98,2,2,2,NA,2,8,NA,NA,2
"82",100401,91,1,1,3,1,NA,NA,NA,2,2,NA,NA,4
"83",100408,54,1,2,9,1,NA,NA,2,2,1,1,2,2
"84",100419,51,1,2,6,1,NA,NA,2,1,2,2,2,4
"85",100435,58,2,1,8,1,2,2,2,1,1,NA,2,3
"86",100439,88,1,2,99,1,NA,NA,NA,2,2,NA,NA,3
"87",100441,34,1,1,4,1,NA,NA,2,1,2,1,2,2
"88",100443,55,1,1,8,1,NA,NA,2,2,1,1,2,5
"89",100444,61,1,1,8,1,1,1,2,2,1,2,2,3
"90",100462,73,1,1,6,1,2,2,2,1,2,NA,NA,2
"91",100463,51,1,2,2,1,2,2,2,1,1,1,2,9
"92",100468,67,1,1,1,1,NA,NA,2,2,1,2,2,3
"93",100470,72,1,2,4,2,NA,NA,NA,2,8,NA,NA,4
"94",100472,36,1,2,7,2,NA,NA,NA,1,1,1,2,4
"95",100474,72,9,2,99,1,NA,NA,NA,2,8,NA,NA,1
"96",100475,68,1,1,5,1,NA,NA,NA,1,2,NA,NA,2
"97",100477,77,1,1,4,1,2,2,NA,1,2,NA,2,2
"98",100479,82,1,2,7,1,2,2,2,1,2,NA,NA,4
"99",100483,73,1,2,7,1,NA,NA,NA,1,2,NA,NA,3
"100",100484,60,1,1,6,2,NA,NA,NA,2,8,NA,NA,3
"101",100490,60,1,2,3,2,NA,NA,NA,2,2,1,NA,2
"102",100494,80,1,2,98,1,2,2,NA,2,8,NA,NA,3
"103",100512,63,1,2,4,1,2,2,NA,2,1,NA,NA,1
"104",100520,56,1,1,9,1,2,1,2,2,8,2,NA,3
"105",100528,83,1,2,3,1,NA,NA,NA,1,1,NA,NA,5
"106",100530,73,1,1,99,1,NA,NA,NA,2,8,1,NA,3
"107",100533,44,9,2,9,1,2,2,2,2,1,2,2,3
"108",100535,62,1,1,9,1,1,1,2,1,1,2,2,5
"109",100537,59,1,1,9,1,NA,NA,2,1,1,2,1,2
"110",100545,72,1,2,99,1,NA,NA,2,2,8,2,2,2
"111",100551,46,1,2,7,2,NA,NA,2,2,1,2,2,3
"112",100557,80,1,2,9,1,NA,NA,NA,1,8,NA,NA,3
"113",100559,99,1,2,4,1,2,2,NA,1,1,NA,NA,3
"114",100566,85,1,2,99,1,2,2,NA,2,8,NA,NA,4
"115",100576,72,1,2,2,1,NA,NA,NA,1,2,NA,NA,2
"116",100578,18,1,1,98,1,1,2,2,2,2,1,2,3
"117",100579,33,1,1,6,1,NA,NA,NA,1,2,2,2,2
"118",100580,65,1,2,9,1,2,2,NA,1,1,NA,NA,4
"119",100581,66,1,1,98,1,NA,NA,NA,2,2,NA,NA,2
"120",100583,56,1,2,1,1,2,2,NA,2,1,NA,2,3
"121",100589,70,1,1,4,1,NA,NA,NA,2,1,NA,NA,4
"122",100596,74,1,1,4,1,NA,NA,NA,1,1,NA,NA,3
"123",100597,83,1,2,1,2,NA,NA,NA,2,1,NA,NA,2
"124",100600,88,1,2,98,1,NA,NA,NA,2,1,NA,NA,2
"125",100601,75,1,2,99,1,NA,NA,NA,2,1,NA,2,2
"126",100605,60,1,1,3,2,NA,NA,NA,2,2,NA,NA,4
"127",100607,51,1,2,4,1,NA,NA,2,2,1,NA,NA,1
"128",100613,85,1,2,99,1,2,2,NA,2,8,NA,NA,4
"129",100623,72,1,1,98,1,2,2,2,2,1,NA,2,2
"130",100624,81,1,1,3,2,NA,NA,NA,2,8,NA,2,2
"131",100625,22,2,2,2,1,1,2,2,1,1,1,NA,5
"132",100628,86,1,1,8,1,2,2,NA,2,2,NA,NA,1
"133",100629,53,2,1,9,1,2,1,2,2,1,2,2,4
"134",100630,18,1,2,8,1,1,2,2,1,1,NA,2,4
"135",100633,25,4,1,98,1,NA,NA,2,1,2,2,1,1
"136",100635,79,9,1,3,1,NA,NA,2,2,8,NA,2,2
"137",100646,66,2,2,1,1,2,2,NA,2,1,NA,NA,8
"138",100654,57,1,2,99,1,NA,NA,2,2,8,1,2,9
"139",100665,74,1,2,98,1,NA,NA,NA,2,8,NA,NA,8
"140",100670,80,2,2,2,1,NA,NA,NA,2,2,NA,2,5
"141",100671,61,1,2,6,2,2,2,2,1,8,2,NA,4
"142",100672,71,1,2,5,1,2,2,NA,1,1,NA,NA,2
"143",100674,64,1,1,7,1,2,2,2,2,8,2,NA,3
"144",100675,80,1,2,98,1,2,2,NA,2,1,NA,NA,2
"145",100681,57,1,1,3,1,2,2,NA,1,2,NA,2,3
"146",100682,65,2,2,3,1,1,1,NA,1,1,NA,2,1
"147",100690,44,1,2,5,1,NA,NA,2,2,1,1,2,3
"148",100696,44,1,2,6,1,2,2,2,1,1,2,2,8
"149",100700,79,1,1,99,1,NA,NA,NA,2,2,NA,NA,2
"150",100705,66,1,1,4,1,2,2,NA,2,1,NA,NA,1
"151",100710,64,1,2,2,1,2,2,2,1,2,1,2,2
"152",100723,74,2,1,5,1,1,1,2,1,2,NA,2,5
"153",100724,60,1,2,99,1,1,2,2,1,1,1,2,3
"154",100728,32,2,2,98,1,NA,NA,NA,1,1,NA,2,3
"155",100734,86,1,1,2,2,NA,NA,NA,2,2,NA,NA,2
"156",100754,77,1,1,4,1,NA,NA,NA,1,2,NA,NA,3
"157",100755,35,1,2,8,1,2,2,NA,1,2,1,2,2
"158",100763,72,1,2,5,1,NA,NA,NA,2,8,NA,NA,1
"159",100765,60,1,1,4,1,NA,NA,NA,2,2,NA,2,2
"160",100776,49,2,2,9,1,1,2,2,2,1,2,2,3
"161",100784,52,1,1,5,1,NA,NA,2,2,1,1,NA,3
"162",100785,59,1,1,6,1,2,2,NA,1,1,1,NA,3
"163",100787,66,9,2,8,1,2,2,2,1,1,NA,NA,3
"164",100794,49,6,2,1,1,2,2,NA,2,2,NA,NA,9
"165",100797,21,1,2,3,2,NA,NA,2,2,1,NA,2,5
"166",100800,60,1,2,99,1,2,1,2,1,1,NA,2,3
"167",100803,21,1,2,7,1,NA,NA,2,2,1,2,2,4
"168",100804,77,1,2,5,1,NA,NA,NA,2,1,NA,NA,3
"169",100805,72,2,2,4,1,2,2,NA,2,1,NA,NA,3
"170",100812,79,1,2,3,1,2,2,NA,2,8,NA,NA,2
"171",100818,69,1,2,7,2,2,2,2,8,8,NA,2,3
"172",100831,53,1,2,6,1,2,2,NA,2,1,2,NA,2
"173",100842,68,1,1,6,1,NA,NA,2,2,1,NA,1,4
"174",100843,87,1,2,1,1,2,2,NA,2,9,NA,NA,3
"175",100847,71,1,1,98,1,2,2,NA,1,1,NA,NA,2
"176",100850,76,1,2,98,1,2,2,NA,2,1,NA,NA,3
"177",100851,71,1,1,98,1,2,2,NA,2,9,NA,NA,8
"178",100869,75,1,2,9,1,2,2,2,2,1,NA,2,5
"179",100873,73,1,1,99,1,NA,NA,NA,2,8,NA,NA,2
"180",100879,85,9,1,8,1,NA,NA,NA,2,2,NA,NA,4
"181",100882,85,1,2,5,1,NA,NA,NA,2,1,NA,NA,3
"182",100883,99,9,2,99,1,NA,NA,NA,1,2,NA,2,3
"183",100899,50,1,2,6,1,1,2,2,1,1,1,NA,2
"184",100903,49,1,2,9,1,1,1,2,1,1,1,2,2
"185",100907,39,1,1,5,1,2,2,2,1,2,NA,2,4
"186",100910,85,1,1,99,1,NA,NA,NA,2,2,NA,NA,2
"187",100913,45,1,1,99,1,1,2,2,2,1,2,2,3
"188",100915,59,1,2,99,1,NA,NA,2,2,1,1,2,3
"189",100916,99,1,2,98,1,NA,NA,2,2,1,1,2,2
"190",100920,72,1,1,99,1,NA,NA,2,2,1,NA,2,2
"191",100922,66,1,2,8,1,NA,NA,2,1,1,NA,2,3
"192",100927,71,2,1,3,1,2,2,NA,1,1,NA,NA,5
"193",100932,45,1,2,2,1,NA,NA,1,1,1,NA,2,9
"194",100939,80,1,1,6,1,NA,NA,NA,2,1,NA,NA,2
"195",100940,67,3,1,99,1,NA,NA,2,1,2,NA,2,3
"196",100941,40,1,2,7,1,NA,NA,2,1,1,1,1,4
"197",100948,78,1,1,99,1,2,2,NA,2,2,NA,NA,3
"198",100949,80,1,2,5,1,2,2,NA,2,2,NA,NA,4
"199",100969,57,1,1,7,1,NA,NA,2,2,1,2,NA,1
"200",100986,62,1,2,8,2,NA,NA,2,2,1,NA,2,5
"201",100991,83,1,2,99,1,NA,NA,NA,2,2,NA,NA,2
"202",100992,77,1,1,5,1,2,2,NA,1,1,NA,NA,2
"203",100997,59,1,2,6,1,NA,NA,2,1,2,NA,2,2
"204",100998,52,1,1,98,2,2,2,2,1,8,NA,NA,3
"205",101003,63,4,2,4,1,2,2,NA,2,2,NA,NA,3
"206",101008,99,2,2,6,1,NA,NA,NA,2,1,1,NA,2
"207",101029,39,1,2,98,1,1,1,2,1,1,NA,2,2
"208",101034,75,1,1,5,2,2,2,2,2,2,NA,NA,4
"209",101038,59,1,2,7,2,1,2,2,1,1,1,NA,4
"210",101042,80,1,2,98,1,2,2,NA,2,1,NA,NA,3
"211",101044,80,1,1,8,1,NA,NA,NA,2,8,NA,2,2
"212",101050,57,1,2,1,1,NA,NA,2,2,2,NA,NA,2
"213",101051,54,1,1,6,1,2,1,2,2,8,2,NA,2
"214",101064,82,1,2,2,1,2,2,NA,2,8,NA,2,1
"215",101065,69,1,2,8,1,2,2,NA,2,2,NA,2,3
"216",101066,90,1,1,9,1,NA,NA,NA,2,8,2,NA,3
"217",101072,57,1,2,5,1,1,2,2,1,2,1,2,2
"218",101080,72,4,1,8,1,NA,NA,2,1,1,2,2,2
"219",101083,63,1,1,6,1,2,2,NA,2,8,NA,2,5
"220",101096,73,1,2,6,1,2,2,NA,2,2,NA,NA,2
"221",101097,57,2,1,5,1,1,1,2,2,1,2,2,3
"222",101099,61,1,2,3,1,NA,NA,NA,2,1,NA,NA,1
"223",101109,29,2,1,98,2,1,2,2,2,2,NA,NA,4
"224",101118,32,6,2,1,2,1,2,NA,2,2,NA,NA,2
"225",101126,79,2,1,3,1,NA,NA,NA,2,1,NA,NA,3
"226",101133,81,1,1,8,1,1,2,2,2,2,NA,2,2
"227",101141,75,1,1,99,1,2,2,2,2,8,NA,2,4
"228",101149,62,9,1,8,1,2,1,2,1,2,1,NA,2
"229",101150,69,1,2,6,1,NA,NA,2,2,2,NA,2,3
"230",101152,65,1,2,2,1,NA,NA,2,1,2,NA,2,8
"231",101161,73,1,1,3,1,NA,NA,NA,2,2,NA,NA,1
"232",101162,99,1,2,9,1,NA,NA,2,1,1,2,2,2
"233",101168,18,1,1,6,1,NA,NA,2,1,1,1,2,3
"234",101169,99,1,1,99,1,NA,NA,NA,2,8,NA,2,3
"235",101174,74,6,2,6,1,2,2,NA,2,8,NA,2,8
"236",101182,49,1,2,7,1,NA,NA,NA,2,1,2,2,2
"237",101189,44,1,2,4,1,1,1,2,2,1,1,2,8
"238",101194,62,1,1,8,1,1,1,2,2,2,2,2,2
"239",101199,48,1,2,5,1,NA,NA,NA,1,2,NA,2,4
"240",101215,70,1,1,99,1,NA,NA,NA,2,2,NA,NA,3
"241",101220,60,1,2,3,1,NA,NA,NA,1,1,NA,2,2
"242",101224,49,1,2,8,1,NA,NA,2,2,2,2,2,2
"243",101226,68,1,2,3,1,NA,NA,NA,2,1,NA,NA,3
"244",101242,64,1,1,9,1,NA,NA,2,2,1,NA,NA,5
"245",101243,99,9,1,99,2,NA,NA,NA,2,1,2,2,9
"246",101250,72,1,2,6,1,NA,NA,2,1,1,NA,NA,3
"247",101277,61,1,2,4,2,NA,NA,2,1,1,1,2,4
"248",101278,76,1,2,2,1,2,2,NA,2,2,NA,NA,3
"249",101279,54,1,2,99,1,NA,NA,2,1,2,NA,2,3
"250",101280,52,1,1,7,2,NA,NA,2,1,8,NA,NA,1
"251",101283,59,2,2,4,1,2,2,2,2,2,1,NA,2
"252",101287,56,1,1,3,2,NA,NA,2,1,2,1,2,3
"253",101296,68,1,2,6,1,NA,NA,2,2,8,NA,2,9
"254",101301,67,1,1,9,1,1,2,2,1,1,2,1,3
"255",101307,35,1,2,2,1,1,1,1,2,1,1,2,3
"256",101314,62,1,1,98,1,2,2,2,2,8,NA,NA,8
"257",101322,80,1,1,99,1,2,2,NA,2,1,NA,2,2
"258",101323,52,1,1,7,1,NA,NA,2,2,1,1,NA,3
"259",101327,85,1,1,9,1,2,2,2,1,8,NA,NA,1
"260",101333,65,1,2,1,1,NA,NA,NA,1,1,NA,NA,2
"261",101334,55,2,1,2,1,NA,NA,NA,2,1,NA,2,4
"262",101336,99,1,1,99,1,2,2,2,2,8,2,NA,2
"263",101345,73,1,1,8,1,2,2,NA,2,1,NA,NA,2
"264",101347,71,1,2,5,1,2,2,NA,1,1,NA,2,1
"265",101348,81,1,1,3,1,NA,NA,NA,1,2,NA,1,9
"266",101349,53,3,2,5,1,NA,NA,2,2,2,1,NA,3
"267",101353,37,4,2,7,1,NA,NA,2,1,2,NA,2,8
"268",101358,53,1,2,5,2,NA,NA,NA,2,1,2,2,4
"269",101373,83,1,2,7,1,NA,NA,NA,2,1,NA,NA,1
"270",101376,65,1,2,99,1,2,2,NA,2,1,1,2,3
"271",101377,65,1,1,7,1,NA,NA,NA,2,1,1,2,5
"272",101388,74,1,2,6,1,2,2,NA,1,1,NA,NA,3
"273",101392,65,1,1,8,2,NA,NA,2,2,1,1,2,5
"274",101410,67,1,2,1,1,NA,NA,NA,2,8,1,NA,2
"275",101421,64,5,1,6,2,NA,NA,2,2,1,NA,NA,5
"276",101433,66,1,1,8,1,NA,NA,2,2,1,NA,2,3
"277",101441,76,1,1,8,1,2,1,2,1,1,NA,2,5
"278",101442,78,1,1,2,2,2,2,NA,2,8,NA,NA,1
"279",101445,70,1,2,99,1,NA,NA,NA,1,2,NA,2,4
"280",101448,62,1,1,5,1,NA,NA,2,2,1,NA,NA,3
"281",101461,67,1,1,99,2,NA,NA,NA,2,2,NA,2,1
"282",101462,50,1,1,8,2,NA,NA,2,2,1,1,NA,3
"283",101478,87,1,2,6,1,NA,NA,NA,1,1,NA,NA,3
"284",101480,51,1,2,6,1,NA,NA,2,1,2,2,2,3
"285",101484,26,1,2,7,1,NA,NA,2,2,1,1,2,2
"286",101488,52,1,2,8,2,NA,NA,NA,2,2,1,2,3
"287",101494,64,1,2,98,1,NA,NA,NA,1,2,NA,2,5
"288",101496,55,1,2,2,1,NA,NA,NA,2,1,1,NA,3
"289",101504,65,3,2,6,2,1,2,2,2,2,NA,NA,5
"290",101507,64,1,2,7,2,NA,NA,NA,2,1,NA,2,1
"291",101513,60,1,1,6,1,NA,NA,1,1,1,2,NA,3
"292",101519,59,1,2,7,1,NA,NA,2,1,2,NA,2,3
"293",101524,45,1,1,2,1,NA,NA,2,2,1,2,2,2
"294",101527,22,3,1,4,1,2,2,2,2,1,1,2,3
"295",101530,80,1,2,6,1,NA,NA,2,1,1,NA,NA,1
"296",101531,33,1,2,4,1,NA,NA,NA,1,2,2,2,3
"297",101532,18,1,2,3,1,NA,NA,NA,1,2,NA,NA,3
"298",101548,32,1,1,6,1,1,1,2,2,2,1,NA,3
"299",101556,82,1,1,4,1,NA,NA,NA,2,8,NA,NA,2
"300",101557,83,1,2,9,1,NA,NA,NA,2,8,2,2,1
"301",101561,75,1,2,1,1,NA,NA,NA,2,8,NA,NA,2
"302",101563,60,1,2,6,1,2,2,NA,2,8,NA,NA,3
"303",101566,72,2,1,6,1,2,1,2,2,8,NA,NA,5
"304",101569,24,3,1,99,2,1,1,2,2,1,2,2,3
"305",101570,21,1,1,1,1,1,2,2,1,1,1,1,4
"306",101571,59,5,2,1,1,2,2,NA,2,1,NA,NA,3
"307",101572,77,1,2,3,1,NA,NA,NA,2,8,2,NA,3
"308",101574,61,2,2,3,1,NA,NA,NA,2,1,NA,NA,3
"309",101575,81,1,2,99,1,2,2,NA,1,1,NA,2,4
"310",101579,89,1,2,3,1,NA,NA,NA,2,8,NA,NA,2
"311",101584,70,2,1,99,1,2,2,NA,2,9,NA,NA,1
"312",101586,27,1,2,2,1,NA,NA,NA,2,2,1,2,5
"313",101587,66,1,2,4,1,2,2,NA,1,1,NA,NA,4
"314",101589,61,1,2,6,1,2,2,2,2,1,1,2,1
"315",101611,52,1,1,6,1,NA,NA,2,2,1,2,2,2
"316",101614,75,1,1,98,1,2,2,NA,2,8,2,NA,1
"317",101616,64,1,2,6,1,2,2,NA,2,8,2,NA,9
"318",101621,62,2,2,1,2,2,2,NA,2,2,NA,NA,2
"319",101623,65,1,2,7,1,NA,NA,NA,1,8,1,2,3
"320",101624,79,1,1,98,1,NA,NA,2,2,1,1,NA,1
"321",101625,63,1,1,7,1,2,2,NA,2,1,1,NA,3
"322",101631,84,1,1,5,1,NA,NA,NA,2,8,NA,NA,4
"323",101632,26,1,1,2,1,1,1,2,1,2,1,2,3
"324",101639,63,5,1,3,1,NA,NA,NA,1,2,NA,NA,4
"325",101640,57,1,1,1,1,NA,NA,NA,2,1,NA,NA,2
"326",101645,86,1,2,98,2,2,2,NA,2,8,NA,NA,3
"327",101650,47,1,1,3,1,2,1,2,1,2,NA,NA,2
"328",101666,67,1,1,8,1,2,1,2,2,2,NA,2,3
"329",101668,68,1,2,2,2,NA,NA,NA,2,1,NA,NA,8
"330",101674,51,1,2,5,1,NA,NA,NA,2,2,1,2,2
"331",101675,53,1,1,7,1,NA,NA,NA,2,2,1,NA,3
"332",101678,81,1,2,2,1,NA,NA,NA,2,1,NA,NA,3
