"","psraid","age","race","sex","inc","cable1","q5f","q5d","date2a","game1","game3a","job5d","snsjob2a","ideo"
"1670",203999,51,1,1,9,1,NA,NA,2,2,8,2,2,3
"1671",204006,45,5,1,1,1,1,2,2,2,1,NA,NA,8
"1672",204007,63,1,2,3,1,NA,NA,NA,2,1,1,2,4
"1673",204008,36,3,2,5,1,NA,NA,2,2,1,1,2,3
"1674",204014,53,2,1,3,1,NA,NA,2,1,2,1,NA,2
"1675",204020,43,1,1,1,1,NA,NA,NA,1,2,NA,NA,2
"1676",204031,48,2,1,2,2,NA,NA,NA,2,1,NA,2,2
"1677",204035,28,1,1,4,2,NA,NA,2,1,1,1,2,1
"1678",204036,80,2,2,99,1,NA,NA,NA,2,2,NA,NA,3
"1679",204041,61,2,1,98,2,2,2,NA,2,2,NA,NA,9
"1680",204044,53,1,1,9,1,2,2,2,2,8,1,2,3
"1681",204046,26,1,1,98,1,NA,NA,2,1,1,1,2,2
"1682",204049,45,1,2,8,1,1,2,2,1,2,NA,2,2
"1683",204050,45,4,2,3,1,1,2,NA,1,1,2,2,4
"1684",204054,46,2,1,9,1,1,1,NA,2,1,1,NA,9
"1685",204064,38,2,2,5,1,1,1,1,1,1,2,2,3
"1686",204065,49,6,1,2,1,NA,NA,NA,2,2,2,NA,9
"1687",204066,50,9,2,98,1,NA,NA,1,1,2,1,2,9
"1688",204067,24,1,2,3,1,NA,NA,NA,1,1,1,1,8
"1689",204068,60,1,1,7,1,NA,NA,1,2,8,1,2,1
"1690",204076,51,1,1,6,1,2,2,NA,1,1,1,NA,2
"1691",204089,30,2,1,6,1,NA,NA,2,1,1,1,NA,3
"1692",204093,75,1,1,6,1,NA,NA,2,2,8,NA,2,3
"1693",204096,58,1,1,2,2,2,2,NA,2,1,NA,NA,2
"1694",204098,67,1,1,2,2,2,2,NA,2,2,NA,NA,8
"1695",204100,26,1,2,5,2,NA,NA,2,1,2,2,2,3
"1696",204101,25,1,1,2,1,1,1,NA,1,1,2,2,3
"1697",204103,53,1,1,99,2,NA,NA,NA,2,1,NA,2,4
"1698",204107,67,1,2,6,1,NA,NA,2,2,2,NA,2,1
"1699",204126,66,1,1,5,1,NA,NA,2,1,1,1,2,2
"1700",204130,25,2,1,1,1,NA,NA,NA,2,1,1,2,4
"1701",204132,55,1,1,6,1,2,1,2,2,1,NA,NA,3
"1702",204134,99,1,1,99,1,NA,NA,NA,1,1,NA,NA,9
"1703",204135,40,1,1,9,1,NA,NA,2,1,1,2,2,2
"1704",204137,35,1,1,7,2,1,1,2,2,1,1,2,3
"1705",204140,50,1,2,7,1,2,2,NA,2,1,1,NA,3
"1706",204146,52,1,1,8,1,NA,NA,2,1,2,1,NA,1
"1707",204147,66,1,1,7,1,NA,NA,NA,2,1,NA,NA,3
"1708",204150,67,1,2,2,1,2,2,2,1,2,NA,2,2
"1709",204166,21,1,2,8,1,NA,NA,2,1,1,1,2,2
"1710",204170,39,1,2,7,1,NA,NA,2,2,1,1,2,4
"1711",204173,53,1,1,9,1,NA,NA,2,2,8,2,2,3
"1712",204174,98,8,1,98,1,NA,NA,2,1,8,1,NA,8
"1713",204179,38,6,1,7,1,NA,NA,2,1,2,1,2,5
"1714",204180,20,1,1,8,2,1,2,2,2,1,1,2,3
"1715",204183,34,8,2,2,2,NA,NA,NA,1,1,NA,2,8
"1716",204185,21,1,2,4,1,NA,NA,2,1,2,1,2,5
"1717",204187,48,2,1,7,1,1,1,2,1,1,2,2,2
"1718",204198,52,1,1,1,1,NA,NA,NA,2,1,NA,NA,3
"1719",204200,24,1,1,6,2,NA,NA,2,1,1,1,2,5
"1720",204203,60,2,2,2,1,NA,NA,NA,2,1,NA,NA,3
"1721",204204,21,1,2,8,1,NA,NA,2,1,1,1,2,2
"1722",204205,53,1,2,99,1,NA,NA,2,2,1,1,2,2
"1723",204206,85,1,2,3,1,NA,NA,2,2,8,NA,NA,3
"1724",204208,26,1,1,5,1,1,2,2,1,2,1,1,3
"1725",204209,31,6,2,1,1,1,1,NA,1,2,NA,1,5
"1726",204210,26,3,2,9,2,1,1,2,2,1,NA,1,4
"1727",204215,35,1,1,3,1,1,2,NA,2,1,1,NA,5
"1728",204216,54,1,1,9,1,NA,NA,2,1,1,2,1,3
"1729",204226,26,1,1,3,2,1,1,2,2,1,NA,2,2
"1730",204231,24,6,2,3,1,NA,NA,2,2,1,1,NA,2
"1731",204234,24,1,2,98,2,1,2,2,1,2,NA,2,2
"1732",204236,25,1,1,8,2,NA,NA,1,1,2,2,2,3
"1733",204242,38,1,1,1,2,1,1,1,1,1,NA,2,4
"1734",204244,27,3,1,2,2,2,2,2,2,2,2,2,2
"1735",204247,63,2,2,2,1,NA,NA,NA,2,2,1,2,4
"1736",204261,49,1,2,5,2,NA,NA,2,2,1,2,1,3
"1737",204264,82,1,2,2,1,NA,NA,NA,2,2,NA,NA,2
"1738",204267,59,1,1,8,1,NA,NA,2,1,1,1,NA,1
"1739",204269,99,1,2,3,2,NA,NA,2,2,1,NA,NA,4
"1740",204271,43,6,1,5,1,NA,NA,2,1,1,1,NA,3
"1741",204273,63,1,2,7,1,1,2,2,1,1,NA,1,4
"1742",204279,50,1,1,6,2,NA,NA,2,1,1,1,2,4
"1743",204293,34,1,1,6,1,2,1,2,1,1,1,NA,3
"1744",204298,54,1,2,6,1,2,2,NA,2,1,1,NA,3
"1745",204300,33,1,2,3,1,NA,NA,2,2,1,1,2,3
"1746",204304,72,1,2,99,1,2,2,NA,2,1,NA,NA,4
"1747",204308,23,1,1,5,1,1,1,1,1,2,1,2,8
"1748",204309,50,8,1,3,1,2,2,NA,2,2,1,NA,4
"1749",204311,56,1,1,1,2,NA,NA,NA,2,1,NA,NA,8
"1750",204314,61,1,1,9,1,1,1,2,1,2,1,2,3
"1751",204325,66,1,2,99,1,NA,NA,2,1,2,NA,2,2
"1752",204327,22,1,1,8,1,1,1,1,1,1,1,2,4
"1753",204334,64,1,1,7,1,2,2,2,1,2,1,2,3
"1754",204342,67,1,1,7,1,NA,NA,2,2,1,NA,NA,1
"1755",204344,48,2,2,5,1,1,2,2,1,1,1,NA,3
"1756",204353,20,3,2,9,1,NA,NA,1,2,1,1,2,4
"1757",204354,30,3,2,99,1,NA,NA,2,2,1,NA,2,5
"1758",204368,46,1,2,6,2,NA,NA,NA,1,1,NA,NA,2
"1759",204369,48,1,1,9,1,2,2,2,1,2,2,NA,2
"1760",204372,63,1,2,2,1,2,2,NA,2,2,NA,NA,3
"1761",204375,52,1,1,8,1,2,2,2,2,2,2,NA,2
"1762",204378,46,1,1,7,1,2,1,2,2,8,1,NA,3
"1763",204385,41,1,1,6,1,NA,NA,1,2,1,NA,1,4
"1764",204387,28,1,1,6,1,NA,NA,2,2,2,2,2,5
"1765",204389,55,1,1,98,1,2,1,2,1,1,8,NA,2
"1766",204391,22,1,1,6,1,NA,NA,2,1,1,NA,2,3
"1767",204399,71,1,2,99,1,NA,NA,2,2,8,NA,2,3
"1768",204400,24,1,2,8,1,NA,NA,2,2,1,NA,2,2
"1769",204403,83,1,2,99,1,2,2,NA,2,2,NA,NA,8
"1770",204405,34,1,2,3,2,1,1,2,1,1,NA,2,3
"1771",204413,63,9,2,4,1,2,2,2,2,8,NA,2,9
"1772",204414,36,6,1,2,1,1,1,2,1,1,NA,1,5
"1773",204420,67,1,1,7,1,NA,NA,2,1,1,NA,2,1
"1774",204421,45,6,1,6,2,NA,NA,2,1,1,2,NA,1
"1775",204425,34,2,2,4,2,1,2,1,2,8,1,2,4
"1776",204429,99,1,1,8,1,2,2,NA,2,2,1,NA,4
"1777",204438,24,1,2,98,1,NA,NA,NA,1,1,NA,2,2
"1778",204439,25,1,1,3,2,NA,NA,2,2,1,NA,2,4
"1779",204449,33,1,2,4,2,1,2,2,1,1,2,2,8
"1780",204457,22,6,2,4,1,1,1,2,1,1,NA,2,4
"1781",204468,67,1,2,9,1,NA,NA,2,1,1,NA,2,2
"1782",204471,49,1,1,5,1,2,2,NA,1,1,2,2,3
"1783",204473,26,1,2,6,1,2,2,NA,2,1,2,2,8
"1784",204482,61,1,2,1,1,NA,NA,NA,2,2,NA,NA,4
"1785",204494,47,2,1,8,1,1,1,2,2,8,1,NA,2
"1786",204499,55,1,1,6,1,NA,NA,2,2,1,2,NA,3
"1787",204505,53,1,2,6,1,2,2,2,1,1,NA,1,1
"1788",204508,43,1,1,99,1,NA,NA,2,2,8,1,2,3
"1789",204512,44,9,2,99,1,2,2,2,2,8,1,2,9
"1790",204513,31,1,2,1,2,NA,NA,2,1,1,1,2,2
"1791",204516,48,1,2,7,1,NA,NA,2,2,1,1,2,3
"1792",204517,70,1,2,99,1,NA,NA,2,2,1,NA,2,2
"1793",204520,23,6,1,2,2,1,1,1,1,1,1,1,5
"1794",204531,57,4,2,4,1,NA,NA,2,1,1,NA,2,2
"1795",204533,21,1,1,3,1,NA,NA,2,2,1,1,2,4
"1796",204537,35,2,1,3,1,2,2,NA,2,1,2,NA,5
"1797",204541,40,6,2,2,1,NA,NA,NA,2,1,NA,2,2
"1798",204544,20,1,1,7,1,1,2,2,1,1,NA,2,3
"1799",204545,18,2,1,4,1,NA,NA,2,1,2,1,2,3
"1800",204548,47,1,2,7,1,NA,NA,2,1,1,1,2,4
"1801",204551,37,1,2,7,1,NA,NA,2,1,2,1,2,9
"1802",204556,42,1,1,6,1,1,1,2,1,1,1,2,2
"1803",204560,33,1,1,8,1,NA,NA,2,1,1,1,NA,3
"1804",204563,54,2,1,1,1,NA,NA,2,2,2,NA,NA,2
"1805",204565,52,2,2,3,1,1,2,NA,1,1,NA,NA,9
"1806",204567,25,1,1,6,1,NA,NA,2,1,1,1,2,3
"1807",204569,41,2,1,99,1,NA,NA,2,1,1,NA,NA,3
"1808",204570,80,1,2,3,1,2,2,NA,2,2,NA,2,2
"1809",204571,80,1,1,7,1,2,2,NA,1,2,NA,NA,1
"1810",204572,55,1,2,5,1,2,2,2,1,1,1,2,2
"1811",204573,27,4,1,2,1,1,2,2,2,1,NA,1,1
"1812",204576,64,1,2,5,1,NA,NA,2,2,1,2,NA,1
"1813",204577,30,1,2,6,2,NA,NA,2,2,1,2,2,3
"1814",204586,30,2,1,2,2,NA,NA,2,2,2,1,2,2
"1815",204587,78,1,1,3,1,NA,NA,NA,2,1,NA,NA,9
"1816",204588,25,4,2,3,1,NA,NA,1,1,2,NA,2,3
"1817",204609,72,1,1,9,1,1,1,2,2,1,NA,NA,4
"1818",204610,63,1,1,99,1,1,1,2,2,2,2,2,2
"1819",204611,49,1,1,6,2,2,2,NA,1,1,2,2,2
"1820",204615,50,1,1,9,1,1,2,2,1,1,1,2,3
"1821",204628,51,1,2,6,1,NA,NA,2,2,1,1,2,1
"1822",204632,72,1,1,7,1,1,1,2,2,1,NA,2,4
"1823",204633,70,1,1,7,1,NA,NA,2,2,1,1,NA,3
"1824",204634,44,1,1,3,1,1,1,1,1,1,2,1,2
"1825",204640,59,1,1,2,2,2,2,NA,1,1,1,2,2
"1826",204641,32,1,1,8,2,1,1,2,2,2,2,2,4
"1827",204642,75,1,2,99,1,1,2,2,1,2,NA,2,2
"1828",204644,37,9,2,3,1,NA,NA,1,1,2,1,2,4
"1829",204648,99,1,2,99,1,NA,NA,NA,2,1,1,2,4
"1830",204655,64,4,1,2,1,NA,NA,1,1,1,NA,1,3
"1831",204657,45,1,2,8,1,2,2,2,1,1,1,NA,1
"1832",204658,22,9,1,98,2,2,2,NA,1,2,8,2,8
"1833",204673,63,1,1,99,1,NA,NA,NA,1,1,NA,NA,2
"1834",204676,60,2,2,3,1,NA,NA,NA,1,1,1,NA,1
"1835",204681,49,1,1,6,1,1,1,NA,1,1,1,2,2
"1836",204699,28,1,2,3,2,1,2,2,2,8,NA,2,5
"1837",204707,64,3,1,2,1,1,2,2,2,8,2,NA,2
"1838",204714,26,1,2,3,2,NA,NA,2,2,8,NA,NA,9
"1839",204725,68,1,1,3,1,2,2,2,2,1,NA,NA,2
"1840",204738,23,1,2,4,1,1,1,2,1,2,1,2,8
"1841",204741,55,2,1,2,2,2,2,NA,2,2,1,NA,3
"1842",204745,51,3,1,7,1,1,1,2,1,1,1,1,2
"1843",204746,44,1,2,5,1,NA,NA,2,1,8,NA,NA,4
"1844",204753,42,8,2,3,1,1,2,NA,1,1,1,1,5
"1845",204761,56,2,2,8,1,NA,NA,2,1,1,1,NA,4
"1846",204765,65,1,1,99,2,2,2,NA,2,1,NA,2,4
"1847",204771,35,2,2,4,2,2,2,2,1,1,2,2,5
"1848",204773,23,3,2,1,1,NA,NA,2,2,2,2,2,4
"1849",204776,40,4,1,99,1,NA,NA,2,1,1,1,2,3
"1850",204777,99,9,2,99,1,2,2,2,2,8,2,NA,4
"1851",204778,45,1,2,8,1,1,2,2,2,1,2,NA,5
"1852",204781,35,1,2,6,2,NA,NA,2,2,1,2,2,4
"1853",204787,31,1,1,8,1,NA,NA,2,1,1,8,2,3
"1854",204789,61,1,2,9,1,NA,NA,2,2,1,1,2,4
"1855",204791,25,1,1,5,1,1,2,2,1,2,2,NA,1
"1856",204795,99,9,1,99,1,2,2,2,1,8,2,2,9
"1857",204799,70,1,2,3,1,NA,NA,NA,2,2,NA,2,9
"1858",204803,44,1,2,9,1,1,1,2,1,2,2,1,5
"1859",204808,65,1,2,98,8,2,2,NA,2,8,NA,2,2
"1860",204811,57,1,2,5,2,2,2,NA,1,2,NA,1,2
"1861",204818,28,1,1,1,1,NA,NA,2,1,1,NA,2,2
"1862",204822,66,1,2,7,1,1,2,2,1,2,1,2,3
"1863",204823,35,6,1,2,2,NA,NA,2,1,1,1,NA,4
"1864",204832,56,1,1,5,2,NA,NA,NA,2,1,2,2,4
"1865",204843,25,1,1,3,1,1,1,1,1,1,1,2,3
"1866",204846,19,3,1,7,1,NA,NA,2,1,1,NA,NA,3
"1867",204850,25,1,2,2,2,2,2,NA,1,1,NA,2,4
"1868",204853,22,1,1,5,2,1,1,1,1,1,1,2,3
"1869",204861,26,1,1,9,2,NA,NA,1,1,1,NA,2,2
"1870",204862,25,1,1,98,2,NA,NA,2,1,2,1,2,3
"1871",204864,61,1,2,98,1,2,2,NA,1,2,1,2,3
"1872",204867,23,1,1,6,2,NA,NA,2,1,2,2,2,2
"1873",204868,40,1,1,9,1,NA,NA,2,2,8,2,NA,3
"1874",204869,24,1,1,3,1,1,2,1,2,2,2,1,4
"1875",204876,56,3,1,7,1,NA,NA,2,2,1,2,NA,2
"1876",204882,59,1,2,99,1,NA,NA,2,2,1,1,2,4
"1877",204884,57,1,2,6,2,2,2,2,1,9,NA,2,4
"1878",204888,32,1,1,9,1,1,1,2,2,1,2,NA,4
"1879",204889,42,1,1,6,2,NA,NA,2,2,1,2,1,3
"1880",204891,55,1,2,7,1,NA,NA,2,1,2,1,2,4
"1881",204893,20,6,1,1,2,NA,NA,2,2,1,2,2,4
"1882",204895,68,1,1,6,1,NA,NA,2,2,2,NA,NA,3
"1883",204896,22,1,2,2,1,NA,NA,2,1,1,1,2,4
"1884",204903,42,1,1,6,1,NA,NA,2,1,1,1,2,3
"1885",204905,61,1,1,6,1,NA,NA,2,2,1,1,NA,2
"1886",204910,28,1,1,7,2,NA,NA,2,2,1,1,2,4
"1887",204912,20,1,2,5,2,NA,NA,2,1,2,1,2,3
"1888",204914,67,1,1,7,1,2,2,2,1,2,NA,NA,5
"1889",204916,30,1,2,4,1,NA,NA,2,1,1,NA,2,3
"1890",204922,58,5,1,9,1,NA,NA,2,2,1,2,2,3
"1891",204927,26,6,2,1,2,1,2,NA,2,1,NA,2,8
"1892",204929,22,1,2,4,1,NA,NA,2,1,2,1,2,3
"1893",204933,60,1,2,7,1,2,2,2,1,2,1,2,3
"1894",204948,47,1,2,7,1,NA,NA,2,2,1,1,2,3
"1895",204953,55,1,2,6,1,2,2,2,1,2,2,1,3
"1896",204955,56,1,2,7,1,2,2,2,1,1,1,2,2
"1897",204959,54,1,1,1,2,2,2,NA,2,2,NA,NA,5
"1898",204961,34,1,2,6,1,NA,NA,2,2,2,1,2,4
"1899",204963,59,1,2,4,2,NA,NA,2,2,1,1,2,3
"1900",204973,24,1,1,1,1,2,2,NA,1,1,1,1,3
"1901",204977,52,1,2,99,1,NA,NA,2,2,1,2,2,3
"1902",204982,20,1,2,98,1,1,1,2,1,2,1,2,2
"1903",204984,38,1,2,2,1,1,2,2,1,2,NA,2,3
"1904",204985,99,6,1,8,1,NA,NA,2,2,1,2,NA,3
"1905",204998,35,2,2,5,1,1,2,2,1,1,1,2,3
"1906",205012,45,3,2,6,1,1,2,2,2,2,2,NA,4
"1907",205017,55,1,2,99,1,2,1,2,1,1,NA,2,3
"1908",205021,50,9,1,8,1,NA,NA,2,1,1,2,2,3
"1909",205054,67,1,2,8,1,NA,NA,1,1,1,NA,2,2
"1910",205055,28,2,1,3,1,1,1,2,2,1,1,2,3
"1911",205057,57,9,1,7,1,NA,NA,2,2,1,NA,2,3
"1912",205062,28,2,2,6,1,1,2,1,1,1,2,2,3
"1913",205063,58,1,2,8,1,2,1,2,2,2,1,NA,2
"1914",205067,22,1,1,2,1,1,1,2,1,2,NA,NA,5
"1915",205073,84,1,1,2,1,NA,NA,NA,2,8,NA,NA,3
"1916",205090,56,1,1,2,1,NA,NA,2,1,1,1,2,2
"1917",205098,51,1,1,98,2,2,1,2,2,1,1,NA,3
"1918",205103,20,1,2,7,1,NA,NA,2,2,1,1,2,3
"1919",205110,58,1,1,5,1,2,1,2,2,2,NA,NA,3
"1920",205113,67,1,1,6,1,2,2,2,2,1,NA,NA,5
"1921",205114,54,1,1,8,1,1,1,2,1,1,1,2,2
"1922",205115,50,1,2,8,1,1,2,2,2,1,1,2,4
"1923",205118,24,1,1,2,2,NA,NA,2,1,1,1,2,8
"1924",205141,44,2,2,3,1,1,2,2,1,1,1,2,3
"1925",205146,98,1,1,99,1,NA,NA,2,1,9,2,2,9
"1926",205151,26,1,1,1,2,2,2,NA,1,1,1,2,5
"1927",205159,53,1,2,6,1,2,2,2,1,1,1,2,3
"1928",205160,24,1,2,2,2,NA,NA,1,2,1,2,2,3
"1929",205165,73,1,2,2,1,NA,NA,2,1,2,NA,2,3
"1930",205169,64,1,2,5,1,NA,NA,2,2,8,2,2,3
"1931",205171,52,1,2,1,2,NA,NA,NA,2,1,NA,2,3
"1932",205172,49,1,1,7,1,1,1,2,1,1,1,2,2
"1933",205182,70,1,1,3,1,2,2,2,2,1,NA,NA,3
"1934",205186,37,2,2,6,1,NA,NA,2,1,1,2,NA,3
"1935",205190,37,1,2,8,2,NA,NA,2,2,1,NA,1,4
"1936",205192,53,4,1,7,1,NA,NA,2,2,2,1,NA,2
"1937",205195,84,1,1,7,1,NA,NA,NA,2,2,NA,NA,2
"1938",205198,43,1,1,6,1,NA,NA,2,2,2,1,2,4
"1939",205199,81,2,1,1,1,NA,NA,NA,2,2,NA,NA,3
"1940",205202,46,2,2,4,1,NA,NA,2,1,1,1,2,2
"1941",205204,20,2,1,6,1,NA,NA,2,1,1,NA,2,2
"1942",205209,64,1,2,8,1,2,2,2,2,2,1,2,2
"1943",205226,26,1,2,8,2,1,1,2,1,1,2,2,3
"1944",205227,52,1,1,5,1,NA,NA,NA,2,1,1,2,2
"1945",205229,22,1,2,5,1,1,2,2,1,2,1,1,3
"1946",205232,43,1,2,8,1,NA,NA,2,1,1,1,2,3
"1947",205234,30,1,2,5,1,NA,NA,1,2,1,1,2,4
"1948",205235,64,1,1,5,1,NA,NA,2,1,1,NA,NA,2
"1949",205236,56,1,2,99,1,2,2,2,1,1,1,2,9
"1950",205240,50,3,2,7,1,2,2,2,2,1,1,NA,3
"1951",205243,23,1,1,9,1,1,2,2,1,1,2,2,3
"1952",205245,51,1,2,8,1,NA,NA,2,2,2,2,2,4
"1953",205251,56,1,2,1,1,1,2,2,2,8,NA,NA,3
"1954",205254,69,1,2,6,1,NA,NA,2,2,1,NA,2,4
"1955",205255,28,1,1,99,1,1,1,2,2,1,1,2,1
"1956",205263,60,2,1,6,1,NA,NA,NA,2,2,1,NA,8
"1957",205271,22,2,1,1,1,NA,NA,2,1,1,NA,NA,9
"1958",205280,50,1,2,7,1,NA,NA,NA,1,1,2,NA,4
"1959",205287,37,1,2,5,1,NA,NA,2,2,2,NA,2,2
"1960",205317,25,1,1,2,1,NA,NA,1,1,1,1,2,3
"1961",205318,35,1,1,8,1,1,1,2,1,2,2,2,3
"1962",205322,33,2,2,6,1,NA,NA,2,2,1,1,2,3
"1963",205324,26,1,2,1,1,NA,NA,1,1,2,NA,2,3
"1964",205325,53,1,1,4,2,NA,NA,2,2,1,2,2,2
"1965",205326,41,1,2,8,1,2,2,2,2,1,1,2,4
"1966",205327,33,1,1,6,2,NA,NA,2,1,1,1,1,4
"1967",205342,29,1,1,4,2,NA,NA,1,1,1,NA,1,3
"1968",205346,72,2,2,2,2,NA,NA,NA,1,1,NA,NA,8
"1969",205347,55,2,2,7,1,1,1,2,2,1,2,1,1
"1970",205349,28,1,2,4,1,NA,NA,1,1,1,2,2,4
"1971",205353,23,3,1,7,2,2,2,2,1,1,NA,NA,4
"1972",205355,27,1,2,1,2,2,2,NA,1,2,NA,NA,1
"1973",205356,66,1,2,5,2,2,2,NA,2,2,NA,2,3
"1974",205363,23,3,1,4,1,1,1,1,2,1,1,2,4
"1975",205368,79,1,1,4,1,2,2,NA,2,2,NA,NA,3
"1976",205371,29,1,2,5,1,1,2,2,1,2,NA,NA,4
"1977",205381,65,1,2,99,1,NA,NA,2,2,1,1,2,9
"1978",205390,35,2,2,5,1,NA,NA,1,1,1,1,2,4
"1979",205391,26,1,1,1,1,NA,NA,NA,1,1,1,2,3
"1980",205392,60,1,1,9,1,NA,NA,2,2,1,1,2,3
"1981",205396,51,1,2,1,2,1,2,2,1,1,NA,NA,5
"1982",205398,27,2,1,1,1,NA,NA,2,1,1,NA,NA,2
"1983",205401,60,1,2,99,1,2,2,2,2,1,1,2,1
"1984",205410,43,1,1,3,1,2,1,1,2,1,NA,NA,2
"1985",205422,19,1,2,6,2,1,2,2,2,1,1,2,4
"1986",205425,36,1,2,1,2,1,2,2,1,1,1,2,2
"1987",205441,62,1,1,8,1,2,1,2,1,1,2,2,3
"1988",205448,59,1,1,8,1,2,2,2,2,1,2,NA,3
"1989",205459,34,1,2,6,1,NA,NA,2,2,1,NA,2,2
"1990",205460,56,1,1,5,1,NA,NA,2,2,8,1,2,2
"1991",205466,63,4,1,3,1,NA,NA,2,2,2,2,2,8
"1992",205469,50,6,1,3,2,1,1,NA,2,1,1,NA,4
"1993",205479,47,3,2,5,1,1,2,2,2,1,1,2,2
"1994",205481,72,1,1,5,1,2,1,2,2,2,NA,NA,3
"1995",205482,70,1,2,4,1,2,2,NA,2,1,NA,2,5
"1996",205487,35,1,1,1,2,NA,NA,2,1,2,2,2,4
"1997",205494,39,1,2,9,1,1,2,2,2,1,NA,2,2
"1998",205502,77,1,2,3,1,2,2,NA,1,2,NA,2,3
"1999",205505,40,2,2,6,2,NA,NA,2,1,2,2,2,1
"2000",205507,54,1,2,4,1,2,2,NA,2,1,1,2,2
"2001",205508,31,1,2,5,2,1,2,2,2,1,NA,2,2
